V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31
-0.316484608,-0.126818904,0.198475856,0.289351232,0.4105184,0.501393776,0.622560944,0.743728112,0.86489528,0.955770656,1.076937824,1.1678132,1.258688576,1.31927216,1.410147536,1.47073112,1.531314704,-1.131333813,-1.122246276,-1.116187917,-1.110129559,-1.1040712,-1.101042021,-1.094983663,-1.085896125,-1.073779408,-1.064691871,-1.061662692,-1.058633512,-0.126818904,-0.126818904
-1.642875827,-1.540473287,-1.374415113,-1.157914002,-1.155771851,-1.031228221,-0.903916955,-0.773838052,-1.157914002,-0.513680247,-0.389136617,-0.28396644,-0.173260991,-0.059787906,0.053685179,0.164390628,0.294469531,0.374730981,0.468830613,0.568465517,0.665332785,0.767735325,0.861834957,0.961469861,-1.157914002,1.135830943,1.216092394,1.304656753,1.404291657,1.492856016,1.581420376
-1.351454477,-1.260218954,-1.108159748,-1.875977639,-0.90541414,-0.783766776,-0.63170757,-0.520197486,-1.875977639,-0.317451878,-0.205941794,-0.124843551,-0.023470747,0.067764776,0.1590003,0.250235823,0.361745907,0.43270687,0.513805113,0.605040636,0.68613888,0.757099842,0.828060805,0.909159048,-1.875977639,1.051080973,1.111904656,1.172728338,1.243689301,1.314650263,1.395748506
-1.980783593,-1.837799747,-1.649878121,-0.424456178,-1.370719184,-1.210032576,-1.052750346,-0.899553368,-0.424456178,-0.607457798,-0.478091461,-0.350767751,-0.211188282,-0.069566187,0.062523651,0.186442984,0.323298951,0.401599628,0.496241317,0.603138763,0.693695199,0.790379514,0.876850696,0.953789623,-0.424456178,1.103582223,1.169627143,1.24043819,1.311249237,1.365719274,1.413380556
-1.136285051,-1.040534403,-1.610523276,-0.900591149,-0.782744198,-0.694358985,-0.613339207,-1.610523276,-0.436568781,-0.348183568,-0.259798355,-0.171413142,-0.075662494,0.020088153,0.123204235,0.24841662,0.329436399,0.417821612,0.513572259,0.609322907,0.705073554,0.793458767,0.896574849,-1.610523276,1.080710709,1.176461357,1.279577439,1.397424389,-1.610523276,1.596291119,1.71413807
-1.628305121,-1.520166543,-0.841103136,-1.303889388,-1.159704618,-1.05156604,-0.943427462,-0.841103136,-0.655057922,-0.546919345,-0.438780767,-0.294595997,-0.186457419,-0.078318842,0.029819736,0.174004506,0.282143084,0.354235469,0.462374046,0.606558817,0.714697394,0.822835972,0.930974549,-0.841103136,1.147251705,1.255390282,1.36352886,1.471667437,-0.841103136,1.723990785,1.832129363
-1.013303589,-0.919013112,-1.851949278,-0.793292477,-0.672810202,-0.568043006,-0.489467609,-1.851949278,-0.290409936,-0.206596179,-0.128020782,-0.038968666,0.034368372,0.118182129,0.201995885,0.301524722,0.374861759,0.458675516,0.542489273,0.62106467,0.710116786,0.788692183,0.87250594,-1.851949278,1.029656734,1.097755412,1.181569169,1.265382925,-1.851949278,1.42253372,1.506347476
-1.751955586,-1.666378158,-1.538577288,-1.479592272,-1.297721804,-1.056866319,-0.899572941,-0.156141521,-0.62430953,-0.516170333,-0.412946554,-0.304807357,-0.191752742,-0.073782708,0.019610235,0.127749432,0.196565285,0.289958228,0.403012843,0.501321204,0.604544983,0.717599598,0.830654214,-0.156141521,1.061678862,1.174733477,1.292703511,1.440166052,-0.156141521,1.7252603,1.897299931
-1.458884275,-1.338418714,-1.418470489,-1.13603657,-1.005933763,-0.866193711,-0.750546772,-1.418470489,-0.49515978,-0.379512841,-0.278321769,-0.153037585,-0.032572023,0.097530784,0.222814969,0.391466755,0.47820196,0.579393032,0.695039971,0.805868288,0.921515227,1.022706299,1.066073902,-1.418470489,1.090167014,1.090167014,1.104622882,1.172083596,-1.418470489,1.360009873,1.47083819
-1.492925942,-1.364290642,-0.913028361,-1.107020041,-1.010543566,-0.914067091,-0.849749441,-0.913028361,-0.624637665,-0.560320015,-0.431684715,-0.335208239,-0.238731764,-0.110096464,-0.013619989,0.082856487,0.147174137,0.243650612,0.340127087,0.436603563,0.533080038,0.629556513,0.758191813,-0.913028361,1.079780064,1.24057419,1.43352714,1.626480091,-0.913028361,1.980227167,2.173180117
-1.558513589,-1.477343279,-1.388055938,-1.287945889,-0.270611339,-1.083667276,-0.980175131,-0.880065082,-0.77386726,-0.669698696,-0.568235809,-0.456626633,-0.311196494,-0.229349765,-0.129916136,-0.023718314,0.08112667,0.194765104,0.304345022,0.417983456,-0.270611339,0.668258578,0.799483912,0.932738504,1.0801979,-0.270611339,1.351442019,1.500254253,1.613216268,1.745118021,1.941279604
-1.912052844,-1.901308708,-1.77042559,-1.479357165,-0.23395058,-1.088661291,-0.990987323,-0.893313354,-0.795639386,-0.600291449,-0.404943512,-0.209595576,-0.014247639,0.08342633,0.181100298,0.278774266,0.376448235,0.474122203,0.571796172,0.66947014,-0.23395058,0.767144108,0.864818077,0.962492045,1.060166013,-0.23395058,1.157839982,1.25551395,1.25551395,1.353187919,1.450861887
-1.780680695,-1.637217471,-0.938892914,-1.305767954,-1.187039769,-1.05347056,-0.905060329,-0.766544112,-0.637921912,-0.504352703,-0.326260425,-0.237214286,-0.128380117,-0.014598939,0.089288223,0.193175385,0.302009555,0.410843725,-0.938892914,0.618618049,0.717558204,0.816498358,0.925332528,-0.938892914,1.098477798,1.182576929,1.241941022,1.31119913,1.415086292,1.459609362,1.518973454
-2.964484555,0.068830918,0.068830918,0.090398064,0.111965209,0.111965209,0.133532354,0.1550995,0.176666645,0.19823379,0.219800936,0.219800936,0.241368081,0.262935227,0.284502372,0.306069517,-2.964484555,0.349203808,0.370770953,0.392338099,0.413905244,-2.964484555,0.457039535,0.457039535,0.47860668,0.500173826,0.521740971,0.543308116,0.564875262,0.586442407,0.608009552
-2.996659814,0.179256573,0.21636681,0.21636681,0.21636681,0.21636681,0.253477048,0.253477048,0.253477048,0.253477048,0.290587285,0.290587285,0.290587285,0.290587285,0.327697522,0.327697522,-2.996659814,0.327697522,0.327697522,0.36480776,0.36480776,-2.996659814,0.36480776,0.401917997,0.401917997,0.401917997,0.401917997,0.439028235,0.439028235,0.439028235,0.439028235
-1.048540213,-1.515213318,-1.396242966,-1.283221131,-1.158302261,-1.03338339,-0.902516003,-0.777597132,-0.628884192,-0.551553462,-0.444480145,-0.325509793,-0.20653944,-0.087569087,0.01950423,0.132526065,-1.048540213,0.334775664,0.435900464,0.537025264,0.655995616,-1.048540213,0.858245215,0.97126705,1.042649262,1.143774062,1.29843552,1.363869214,1.453096978,1.554221778,1.655346578
0.009242377,0.163832809,0.304369566,0.5151747,0.641657781,0.810301889,0.93678497,1.049214375,1.189751131,1.288126861,1.400556266,-0.225136674,1.625415076,1.695683455,1.780005508,-0.225136674,-0.225136674,-1.072890648,-1.072890648,-1.072890648,-1.044783296,-1.030729621,-1.030729621,-1.016675945,-1.016675945,-1.002622269,-1.002622269,-0.225136674,-0.974514918,-0.225136674,-0.946407567
0.026830697,0.054826752,0.082822807,0.138814917,0.138814917,0.194807028,0.194807028,0.222803083,0.250799138,0.278795193,0.306791248,-2.511778796,0.334787304,0.362783359,0.362783359,0.390779414,-2.511778796,0.446771524,0.446771524,0.474767579,0.502763635,0.53075969,0.53075969,0.558755745,0.5867518,0.614747855,0.64274391,-2.511778796,0.670739966,-2.511778796,0.698736021
-1.776536977,-1.565363393,-1.450177802,-1.315794612,-1.181411422,-1.047028232,-0.922243841,-0.797459451,-0.653477461,-0.388426777,-0.394309881,-0.279124289,-0.154339899,-0.029555508,-0.388426777,0.210414474,0.335198865,0.411989259,0.52717485,0.699953237,0.757546033,0.853534026,0.959120818,1.074306409,1.151096804,-0.388426777,1.33347399,-0.388426777,1.506252377,1.611839169,1.688629563
-1.920976876,-1.811784535,-1.647996024,-0.354004159,-1.32523631,-1.174293957,-1.004082367,-0.821024619,-0.354004159,-0.523957221,-0.374620637,-0.249370599,-0.12412056,0.076600655,0.142437213,0.250023784,0.380091131,0.498918091,0.569571958,-0.354004159,0.759052785,-0.354004159,0.951745152,1.046485565,1.136408669,1.208668307,1.30340872,1.382091436,1.481649159,1.560331875,-0.354004159
-2.292828225,-1.945011619,-1.608171473,-0.546641365,-1.163624805,-0.972222767,-0.814436141,-0.656649515,-0.446724699,-0.364401242,-0.252578546,-0.131151447,-0.013154492,0.065052792,-0.546641365,0.257826888,-0.546641365,0.455403185,0.549389132,0.637200819,0.715408104,0.805277878,0.881427076,0.963750533,1.030981356,-0.546641365,1.166129031,1.233359855,1.294416419,1.361647242,1.430250123
-1.670373415,-0.25661787,-1.492403548,-1.385217151,-1.290165063,-1.176237383,-0.99691926,-0.936921843,-0.8358026,-0.711088867,-0.58435275,-0.505479741,-0.25661787,-0.280995022,-0.25661787,-0.028871044,0.096516817,0.209770368,0.310215483,0.4369516,0.551553408,0.689749706,0.797610232,-0.25661787,1.038274029,1.154224094,1.26950003,1.396236148,1.527017035,1.649708382,1.793971835
-1.921696173,-1.759499887,-1.608014676,-1.514675303,-0.293909543,-1.257609491,-0.293909543,-0.956169222,-0.821515701,-0.714404946,-0.610354498,-0.445097904,-0.310444383,-0.165079787,-0.050318264,-0.293909543,0.191446013,0.292436153,0.387305679,0.497476742,0.603057344,0.711698253,0.8157487,0.884605615,0.956522836,1.05904313,1.15544281,1.2350108,1.369664321,1.397207086,1.459943386
-1.668915188,-0.27133969,-1.495638653,-0.27133969,-1.300881555,-1.193478744,-1.100396308,-1.017338134,-0.922823661,-0.82687715,-0.708018039,-0.619231715,-0.27133969,-0.390105718,-0.279838832,-0.179596209,-0.067897285,0.036641451,0.135452037,0.24715096,0.343097471,0.450500282,0.579383655,0.739771853,0.891567826,1.136446235,1.213776259,1.381324644,1.573217666,1.782295138,2.074430784
-1.839204766,-1.444259303,-1.317572707,-1.190886112,-1.091346643,-0.97370909,-0.865120579,-0.756532068,-0.6569926,-1.839204766,-0.421717493,-0.322178025,-0.222638557,-0.105001003,0.003587508,0.085028891,0.184568359,0.284107827,0.374598253,0.474137721,0.573677189,0.664167615,0.818001339,0.872295594,0.971835062,1.053276445,1.152815914,1.270453467,1.333796765,1.415238148,1.514777616
-2.668088578,-1.063473325,-1.063473325,-0.780841266,-0.780841266,-0.780841266,-0.498209207,-0.498209207,-0.498209207,-2.668088578,-0.215577147,-0.215577147,-0.215577147,0.067054912,0.067054912,0.067054912,0.349686971,0.349686971,0.349686971,0.349686971,0.63231903,0.63231903,0.63231903,0.91495109,0.91495109,0.91495109,0.91495109,1.197583149,1.197583149,1.197583149,1.197583149
-0.430103684,-1.903774726,-1.693250291,-1.517813262,-1.377463639,-1.237114016,-1.096764393,-0.921327364,-0.816065147,-0.430103684,-0.535365901,-0.430103684,-0.289754061,-0.184491843,-0.079229626,0.026032591,0.166382214,0.236557026,0.341819243,0.447081461,0.552343678,0.657605895,0.797955518,0.833042924,0.938305141,1.043567359,1.148829576,1.289179199,1.359354011,1.499703634,1.604965851
-1.907251642,-1.825343594,-1.684675425,-1.495930793,-1.324992258,-1.132686406,-0.983115188,-0.066446612,-0.707120679,-0.582477997,-0.461396535,-0.333192634,-0.215672391,-0.103493978,0.021148704,0.11374041,0.204551507,0.309607481,0.414663456,0.507255162,0.65860699,0.701341624,0.786810891,0.85981589,0.941723938,1.055682962,1.101978815,1.185667472,1.255111252,1.320993812,1.385095763
-1.804831459,-1.671852622,-1.538873784,-1.405894947,-1.27291611,-0.908294788,-1.006958436,-0.873979599,-0.741000762,-0.608021925,-0.475043088,-0.408553669,-0.275574832,-0.142595995,-0.076106577,0.05687226,0.189851097,0.256340516,0.455808772,0.52229819,0.588787609,0.721766446,0.788255864,0.921234701,0.98772412,1.054213538,1.187192375,1.253681794,1.320171212,1.386660631,1.519639468
-2.033655441,-1.644449836,-0.104462328,-1.11371492,-0.981031191,-0.866038626,-0.742200479,-0.697972569,-0.556443259,-0.441450693,-0.414913948,-0.317612546,-0.264539055,-0.193774399,-0.176083236,-0.131855326,-0.087627416,-0.025708343,0.018519567,0.053901895,0.071593058,0.115820968,0.204276787,0.292732607,0.363497262,0.549254483,1.115371726,1.610724314,1.86724619,2.114922484,2.41567227
-2.068341715,-1.824288779,-1.601679825,-1.413789698,-1.21977272,-1.084981977,-0.95325466,-0.809273639,-0.654060057,-0.529480734,-0.325252335,-0.268068384,-0.147573629,-0.137295835,0.065845047,0.211868352,0.264967736,0.366060793,0.45694243,0.538633789,0.624409717,0.706101076,0.787792435,0.856208949,0.931773456,1.008359106,1.095156175,1.156424694,1.242200622,1.315722845,1.408646766
-1.459646565,-1.405456094,-1.310622769,-1.24288468,-1.175146591,-1.107408502,-1.012575177,-0.93128947,-0.80936091,-0.755170438,-0.646789496,-0.551956171,-0.470670464,-0.30809905,-0.226813343,-0.06424193,0.044139013,0.152519955,0.301543751,0.450567547,0.586043726,0.694424668,0.816353229,0.938281789,1.087305585,1.168591292,1.249876999,1.344710323,1.466638884,1.547924591,1.629210298
-1.725531035,-1.651030391,-1.520654265,-1.297152334,-1.259902012,-1.148151047,-1.017774921,-0.887398795,-0.757022668,-0.645271703,-0.496270416,-0.36589429,-0.235518163,-0.179642681,-0.049266555,0.081109572,0.174235376,0.285986341,0.397737307,0.509488272,0.602614076,0.695739881,0.788865685,0.900616651,0.993742455,1.068243099,1.161368903,1.254494708,1.347620512,1.440746316,1.533872121
-1.32031399,-1.202722551,-0.96264003,-0.791152515,-0.683360362,-0.497173917,-0.345284975,-0.18849639,-0.070904951,0.056485775,0.159378284,0.276969723,0.360263659,0.453356881,0.536650817,0.62974404,0.703238689,0.781632982,0.855127631,0.913923351,0.977618714,1.04621372,1.109909083,-1.455921418,-1.455921418,-1.455921418,-1.455921418,1.428385897,1.472482686,-1.455921418,1.580274839
-1.553799448,-1.43091865,-1.261957553,-1.139076755,-1.016195957,-0.908675258,-0.78579446,-0.647553563,-0.524672765,-0.417152066,-0.309631368,-0.232830869,-0.094589972,0.043650926,0.212612023,0.335492821,0.458373619,0.565894317,0.688775115,0.842376113,0.965256911,1.103497809,-0.469674391,-0.469674391,-0.469674391,-0.469674391,1.6564614,1.733261898,-0.469674391,1.979023494,2.086544193
-1.711870175,-1.589753267,-1.417903263,-1.273135638,-1.085528614,-0.945192651,-0.803379468,-0.672399236,-0.538956969,-0.395174158,-0.259762264,-0.130259253,-0.469559605,-0.469559605,-0.469559605,-0.469559605,0.425175716,0.496082307,-0.469559605,0.68713618,0.783155523,-0.469559605,0.950573864,1.027881746,1.108636475,1.181020288,1.25980539,1.333666423,1.397186911,1.46218462,1.528167143
-1.497692255,-1.368666488,-1.188030414,-1.044668451,-0.878368574,-0.752210046,-0.643254955,-0.491291274,-0.376601703,-0.244708697,-0.118550169,-0.009595077,-0.89474051,-0.89474051,-0.89474051,-0.89474051,0.512242468,0.572454493,-0.89474051,0.735887131,0.824771548,-0.89474051,0.982469707,1.04841621,1.125831671,1.194645413,1.266326394,1.338007376,1.403953879,1.458431425,1.51864345
-0.327205161,-0.290570464,-0.244777092,-0.189825047,-0.153190349,-0.098238304,-0.052444932,0.002507113,-1.807072909,-1.807072909,-1.807072909,-1.807072909,0.240632644,0.277267341,-1.807072909,0.368854084,0.414647456,-1.807072909,0.506234198,0.561186244,0.625296964,0.68024901,0.74435973,0.799311775,0.854263821,0.900057192,0.945850564,0.991643935,1.046595981,1.092389352,1.147341398
-1.59377191,-1.471697692,-1.355696819,-1.254879306,-1.137663764,-1.028950904,-0.928740725,-0.719367044,-0.719367044,-0.719367044,-0.719367044,-0.379103079,-0.299542271,-0.719367044,-0.020775774,0.113445132,-0.719367044,0.34423221,0.451730401,0.560443262,0.654580096,0.756004943,0.8628958,0.94670795,1.026268758,1.125871602,1.221223105,1.306857258,1.385810732,1.478732898,1.552220362
0.192091745,0.192091745,0.250620728,0.250620728,-1.990471591,-1.990471591,-1.990471591,-1.990471591,0.367678694,0.367678694,-1.990471591,0.367678694,0.426207677,-1.990471591,0.426207677,0.426207677,0.48473666,0.48473666,0.48473666,0.543265643,0.543265643,0.543265643,0.543265643,0.601794626,0.601794626,0.601794626,0.601794626,0.660323609,0.660323609,0.660323609,0.660323609
-2.149618686,-1.970181547,-1.768994452,-0.728329734,-0.728329734,-0.728329734,-0.728329734,-0.96968356,-0.851871298,-0.728329734,-0.487559531,-0.33893483,-0.728329734,-0.117810275,-0.014497983,0.116001754,0.226564032,0.333501317,0.435001112,0.52562593,0.609000762,0.703250572,0.797500383,0.891750193,0.978750018,1.069374836,1.14187469,1.207124558,1.268749434,1.335811799,1.399249172
-2.423644893,-2.259870415,-0.611398409,-0.611398409,-0.611398409,-0.611398409,-1.251259302,-1.12143807,-0.611398409,-0.776912491,-0.60614764,-0.611398409,-0.330527177,-0.205699069,-0.070884712,0.050448209,0.178771504,0.303599612,0.404460723,0.496833523,0.597195322,0.695559871,0.787433359,0.875312347,0.962692022,1.033095075,1.116480251,1.194872303,1.272765043,1.322696286,1.422558772
-0.738734535,-1.832146788,-1.643837388,-0.738734535,-1.329988388,-1.267218588,-1.078909189,-1.016139389,-0.890599789,-0.765060189,-0.63952059,-0.51398099,-0.38844139,-0.26290179,-0.13736219,-0.011822591,0.113717009,0.239256609,0.364796209,0.427566009,0.553105608,0.678645208,0.804184808,0.866954608,0.992494208,1.118033808,1.180803607,1.306343207,1.431882807,1.557422407,1.620192207
-1.951790228,-1.775910402,-0.102215114,-1.512090663,-1.380180794,-1.204300968,-1.028421142,-0.896511272,-0.764601403,-0.632691533,-0.54475162,-0.456811707,-0.324901838,-0.236961925,-0.105052056,0.026857814,0.114797727,0.20273764,0.334647509,0.466557379,0.598467248,0.686407161,0.774347074,0.906256944,1.038166813,1.126106726,1.170076683,1.258016596,1.345956509,1.389926465,1.477866378
-1.942385936,-1.765695289,-1.577961476,-1.399062195,-1.233414713,-1.074393131,-0.948501044,-0.83144349,-0.703342771,-0.581867951,-0.4383068,-0.312414713,-0.190939893,-0.089342771,0.018880251,0.124894639,0.226491761,0.33250615,0.434103272,0.535700394,0.621837085,0.721225574,0.791901833,0.875829891,0.959757948,1.03926874,1.118779531,1.200498956,1.295470179,1.350686006,1.441239963
-1.980048091,-1.810884543,-1.616844003,-1.430266561,-1.236226021,-1.079500969,-0.942677512,-0.800878656,-0.6565921,-0.522256342,-0.400359079,-0.273486419,-0.17149075,-0.067007383,0.032500587,0.134496255,0.236491924,0.338487592,0.437995561,0.525065034,0.619597605,0.696716281,0.781298055,0.865879829,0.952949302,1.027580279,1.109674354,1.206694624,1.261424007,1.358444277,1.403222863
-0.296028174,-0.296028174,-0.296028174,-0.296028174,-1.711154948,-1.602846421,-1.475611733,-1.33247271,-1.157525016,-1.014385993,-0.855342634,-0.680394939,-0.505447244,-0.378212557,-0.25097787,-0.123743183,0.035300176,0.257960879,0.480621581,0.63966494,0.798708299,0.941847322,1.069082009,1.212221032,1.275838376,1.387168727,1.498499078,1.593925094,1.673446773,-0.296028174,-0.296028174
-1.769904955,-1.654749875,-1.51688816,-1.376593591,-1.222512851,-1.083029233,-0.968685105,-0.830012439,-0.707558798,-0.576184693,-0.417238245,-0.285053189,-0.169087158,-0.066907299,0.070143465,0.177999983,0.306130283,0.41966346,0.540495199,0.648351717,0.761073943,0.876229022,0.960567954,1.107350133,1.195743821,1.306033193,1.413078759,1.513636716,1.596353745,-0.124222901,-0.124222901
-1.470454121,-1.39779836,-1.320601613,-1.239772078,-1.15076877,-1.06539825,-0.966404775,-0.871044087,-0.770234218,-0.65670959,-0.541368569,-0.423302956,-0.308870131,-0.179906154,-0.078188088,0.045326707,0.167933305,0.289631706,0.417687486,0.558458024,0.723749882,0.814569584,0.991668003,1.081579508,1.208727091,1.365845176,1.505707517,1.598343614,-0.238558426,-0.238558426,2.148711008
-1.471260477,-1.414848598,-1.289006713,-1.236934209,-1.197879831,-1.063359195,-1.006947316,-0.842051053,-0.781299798,-0.685833541,-0.603385409,-0.551312905,-0.403774144,-0.238877881,-0.021909114,0.121290272,0.238453406,0.329580288,0.455422173,0.598621559,0.650694063,0.86766283,1.002183466,1.088970972,1.19311598,1.288582238,1.37970912,-0.107576628,-0.107576628,1.857040407,1.952506665
-1.648976235,-1.521380836,-1.413415497,-1.320172705,-1.17785476,-1.064981906,-0.942294022,-0.834328683,-0.72145583,-0.598767945,-0.46626503,-0.319039569,-0.211074231,-0.039311193,0.039209053,0.161896938,0.289492337,0.417087737,0.515238044,-0.212182348,-0.212182348,0.907839274,0.952006913,1.045249705,-0.212182348,1.275902927,1.324978081,1.393683296,1.467296027,1.531093727,1.594891427
-1.963077274,-1.815605535,-1.626998414,-1.438671125,-1.196615992,-1.044107267,-0.864734619,-0.700193095,-0.557198676,-0.410006768,-0.265613186,-0.122618766,-0.034191689,0.095930435,0.171765048,0.272784589,0.392832742,0.498609436,0.569407065,-0.192224868,-0.192224868,0.899609442,0.927592695,0.9835592,-0.192224868,1.151458714,1.207425219,1.263391723,1.319358228,1.403307985,1.45927449
-2.020658603,-1.7185901,-1.556470765,-1.256249776,-0.93108735,-0.695991221,-0.556042052,-0.548651996,-0.548651996,-0.010563607,0.038395508,0.154788877,-0.548651996,0.420830861,0.482260695,0.568170086,0.651308206,0.73629384,0.828207651,-0.548651996,0.937210964,-0.548651996,-0.548651996,-0.548651996,1.201405435,1.296552395,-0.548651996,1.375071731,1.42864963,1.478532502,1.537191065
-1.479406759,-1.404635821,-1.295149804,-1.158292283,-1.025440348,-0.938652652,-0.589542468,-0.589542468,-0.438622002,-0.389219775,-0.266381805,-0.589542468,0.040045523,0.122160035,0.236986834,0.345137655,0.456626465,0.573456056,-0.589542468,0.739687874,-0.589542468,-0.589542468,-0.589542468,1.142916863,1.300469911,-0.589542468,1.425310674,1.522112336,1.611570422,1.735743588,1.859916753
-1.719358734,-1.607233258,-1.488607754,-1.387857326,-1.243231712,-1.074230994,-0.926355366,-0.828854952,-0.319598914,-0.319598914,-0.319598914,-0.390103088,-0.279602619,-0.157727101,-0.040726604,0.071398872,0.191649383,0.282649769,0.417525342,-0.319598914,0.669401412,0.786401909,0.896902378,0.997652806,1.09515322,1.202403676,1.332404228,1.446154711,1.594030339,-0.319598914,1.758156036
-1.605465421,-1.498069405,-1.380810489,-1.273414472,-1.186840132,-1.10136167,-0.9523223,-0.867939715,-0.75506431,-0.633421883,-0.521642355,-0.427396871,-0.336439021,-0.244385292,-0.116167599,0.008762462,0.1249255,0.248759682,0.351772188,0.451497061,0.563276588,0.692590159,-0.135752029,0.965463712,1.065188584,1.149571169,1.233953753,1.357787936,1.488197385,1.614223323,1.720523462
-2.176990963,-1.980312371,-1.722956342,-1.448861709,-1.070848246,-0.898580118,-0.721429897,-0.55334642,-0.434781312,-0.325282947,-0.238800162,-0.139065983,-0.021198316,0.084812839,-0.308026842,-0.308026842,0.334497009,0.414702817,0.48514444,0.582786294,-0.308026842,0.77737256,0.840142323,0.889660692,0.949640688,1.028451613,1.112144631,1.192350439,1.255817644,1.3234695,1.385541822
-2.201554852,-2.201554852,0.026262629,0.057052726,0.098106189,0.139159652,-2.201554852,0.159686383,0.252056675,0.282846772,0.303373503,0.3341636,0.364953697,0.385480429,0.40600716,0.426533892,0.447060623,-2.201554852,0.488114086,0.518904183,0.539430915,0.559957646,0.580484378,0.611274475,0.621537841,0.642064572,0.662591303,0.683118035,0.703644766,0.713908132,-2.201554852
-2.091002035,-1.698339012,-1.248677025,-0.913012967,-0.913012967,-0.913012967,-0.913012967,-0.716681456,-0.324018433,-0.127686922,-0.127686922,0.264976101,0.264976101,-1.248677025,0.461307612,0.657639124,0.657639124,0.657639124,0.657639124,0.853970635,0.853970635,0.853970635,0.853970635,1.050302146,1.050302146,1.050302146,1.050302146,1.246633657,1.246633657,-1.248677025,-1.248677025
-1.796082562,-0.311320977,-1.509735685,-1.403681286,-1.318837767,-1.191572488,-1.053701769,-0.894620171,-0.735538573,-0.608273294,-0.438586256,-0.300715537,-0.311320977,-0.06739586,0.070474859,0.197740137,0.325005416,0.452270695,0.579535973,0.706801252,0.84467197,1.003753569,1.131018847,1.268889566,1.406760284,1.512814683,1.629474522,1.746134361,-0.311320977,-0.311320977,-0.311320977
-0.281098648,-0.281098648,-0.281098648,-0.281098648,2.284306734,1.943717573,1.724767399,1.724767399,1.286867049,1.213883657,1.262539252,-0.343095363,-0.732340119,-1.194568265,-1.24322386,-1.24322386,-1.340535048,-1.340535048,-0.659356727,-0.440406552,-0.051161797,0.094804986,0.143460581,0.021821595,-0.367423161,-0.343095363,-0.245784175,-0.245784175,-0.270111972,-0.318767566,-0.19712858
0.552832555,-0.695261567,-0.903277253,-0.903277253,-1.11129294,-1.11129294,-1.151554376,-1.151554376,-1.319308627,0.552832555,0.552832555,1.384895302,2.008942363,1.592910989,1.384895302,0.136801181,-0.903277253,-0.48724588,0.968863928,0.760848242,-0.48724588,-0.48724588,-0.903277253,-1.319308627,-0.279230193,-0.48724588,0.136801181,0.760848242,0.968863928,0.552832555,1.384895302
1.394914289,-0.112679094,0.041354843,0.605337946,1.169321048,1.094123301,1.545309783,1.357315415,1.658106403,1.846100771,1.319716542,0.642936819,0.229349211,-0.297035018,-0.63542488,-0.973814741,-1.086611361,-1.199407982,-1.237006855,-1.274605729,-1.161809108,-1.011413614,-0.823419247,-0.86101812,-0.936215867,-0.63542488,-0.447430512,0.041354843,-0.033842904,-0.109040651,-0.109040651
2.179044236,2.020772513,2.020772513,1.862500791,1.450994311,1.134450865,0.912870453,0.564672663,0.216474873,0.05820315,-0.100068573,-0.289994641,-0.448266364,-0.479920708,-0.479920708,-0.321648985,-0.35330333,-0.479920708,-0.448266364,-0.35330333,-0.35330333,-0.511575053,-0.70150112,-0.669846776,-0.669846776,-0.796464154,-0.828118498,-0.859772843,-0.954735877,-1.018044566,-1.302933667
3.530997053,2.495276101,1.696291366,1.193226904,0.956490686,0.216690006,-0.25678243,-0.46392662,-0.582294729,-0.700662838,-0.730254865,-0.730254865,-0.493518647,-0.434334593,-0.25678243,-0.049638239,-0.049638239,0.009545815,-0.138414321,-0.404742566,-0.434334593,-0.46392662,-0.641478783,-0.671070811,-0.789438919,-0.730254865,-0.641478783,-0.434334593,-0.315966484,0.098321897,0.216690006
-0.431239475,1.013697709,-0.148870195,-0.969506363,-1.3114381,-1.550790315,-1.516597142,-1.482403968,-1.174665405,-1.037892711,-0.627574627,-0.354029237,-0.217256543,0.09048202,0.398220583,0.432413757,0.36402741,0.227254715,0.295641062,0.261447889,0.227254715,0.158868368,0.774345493,0.842731841,1.150470404,1.321436272,2.073686093,2.484004176,-0.431239475,-0.431239475,-0.431239475
0.008241328,-1.369134473,-0.542708992,-0.955921733,-1.059224918,-1.128093708,-1.162528103,-1.231396893,-1.128093708,-0.921487338,-0.852618548,-0.714880968,-0.542708992,-0.336102622,-0.129496252,-0.026193067,0.145978908,0.490322859,0.662494834,-0.176149348,0.903535599,-0.176149348,-0.176149348,-0.176149348,1.420051525,1.351182735,1.351182735,1.488920315,1.5922235,1.52335471,1.86769866
-0.34044167,-0.34044167,3.353348542,2.262801028,0.626979758,-0.463567756,-1.008841513,-1.008841513,-1.008841513,-1.008841513,-1.008841513,-1.008841513,-0.463567756,-0.463567756,-1.008841513,-0.463567756,-0.463567756,0.081706001,0.081706001,0.081706001,0.081706001,0.626979758,0.626979758,0.626979758,1.172253515,1.172253515,0.626979758,-0.34044167,-0.34044167,-0.34044167,-0.34044167
-1.208476582,-1.208476582,-0.839115218,-0.839115218,-0.839115218,-0.839115218,-0.839115218,-0.839115218,-0.839115218,-0.543626127,-0.543626127,-0.469753854,-0.469753854,-0.395881581,0.416713419,0.490585692,0.416713419,1.007691602,0.933819329,1.081563875,1.22930842,2.115775694,2.26352024,2.411264785,-0.236222177,-0.236222177,-0.236222177,-0.236222177,-0.236222177,-0.236222177,-0.236222177
