V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31
-1.438328108,-1.438328108,-1.438328108,-1.438328108,-1.438328108,-1.438328108,-1.438328108,-1.438328108,-0.597041856,-0.597041856,-0.597041856,0.244244396,0.244244396,0.244244396,0.244244396,0.244244396,0.244244396,0.244244396,0.244244396,0.244244396,0.244244396,1.085530647,1.085530647,1.085530647,1.085530647,1.085530647,1.085530647,1.085530647,1.085530647,1.085530647,1.085530647
-1.691096504,-1.691096504,-1.45601134,-1.220926176,-1.220926176,-1.220926176,-1.220926176,-1.220926176,-0.985841012,-0.985841012,-0.750755847,-0.045500354,-0.045500354,0.424669974,0.424669974,0.424669974,0.424669974,0.424669974,0.424669974,0.424669974,0.659755138,0.659755138,0.894840303,0.894840303,0.894840303,1.129925467,1.129925467,1.129925467,1.129925467,1.129925467,1.129925467
-1.968382783,-1.815327046,-1.603023927,-1.435156344,-1.296912453,-1.138919434,-1.035236515,-0.852557087,-0.714313195,-0.551382895,-0.388452594,-0.250208702,-0.121839374,-0.00334461,0.100338308,0.204021227,0.3472024,0.42619891,0.520007265,0.599003774,0.673063002,0.74712223,0.816244175,0.880428839,0.93473894,1.003860885,1.053233704,1.112481086,1.17666575,1.255662259,1.324784205
-1.689730331,-1.560072805,-1.453989375,-1.277183659,-1.171100229,-1.053229752,-0.935359274,-0.841062892,-0.74676651,-0.64068308,-0.53459965,-0.416729172,-0.287071647,-0.204562313,-0.110265931,-0.015969549,0.066539786,0.14904912,0.243345502,0.373003028,0.46729941,0.596956935,0.703040365,0.844484938,0.974142463,1.103799989,1.221670466,1.363115039,1.480985517,1.62243009,1.72851352
-1.403811065,-1.355693704,-1.315595903,-1.235400302,-1.171243821,-1.08302866,-0.986793938,-0.878529877,-0.802344056,-0.718138674,-0.629923513,-0.529679011,-0.389336709,-0.277062867,-0.164789026,-0.072564084,0.015651077,0.107876018,0.20411074,0.332423702,0.452717104,0.581030066,0.673255007,0.781519069,0.921861371,1.054184113,1.198536195,1.411054538,1.559416401,1.727827163,1.992472647
-1.518396485,-1.448928585,-1.385249677,-1.304203794,-1.205790936,-1.11316707,-1.014754212,-0.910552362,-0.817928496,-0.719515638,-0.569001856,-0.470588998,-0.366387148,-0.26797429,-0.157983449,-0.042203616,0.079365208,0.206723024,0.29934689,0.43828269,0.536695548,0.65247538,0.779833196,0.895613029,1.011392862,1.150328661,1.248741519,1.341365386,1.451356227,1.561347068,1.659759926
-1.465275468,-1.436858593,-1.389218537,-1.338235319,-1.290595264,-1.190300409,-1.073289746,-0.947085388,-0.825895772,-0.644529244,-0.543398599,-0.413851079,-0.314392015,-0.209082418,-0.107951773,-0.002642176,0.106010583,0.185410676,0.30409292,0.402716193,0.52557739,0.646767005,0.763777669,0.884131494,1.032902194,1.129018097,1.229312951,1.3388015,1.444111097,1.538555418,1.661416615
-1.460510832,-1.237850553,-1.090989518,-0.986765558,-0.934653578,-0.86832924,-0.81621726,-0.768842733,-0.669356225,-0.603031887,-0.498807927,-0.460908305,-0.41827123,-0.370896703,-0.318784723,-0.266672743,-0.247722932,-0.186136046,-0.138761519,-0.067699728,-0.015587748,0.08389876,0.18812272,1.045601665,1.045601665,1.519346938,1.519346938,1.519346938,1.519346938,1.993092212,1.993092212
-1.53848921,-1.490430957,-1.418343577,-1.322227071,-1.274168818,-1.105964931,-1.033877552,-0.913731919,-0.841644539,-0.433149386,-0.313003753,-0.216887247,-0.168828994,-0.12077074,-0.072712487,0.047433146,0.095491399,0.191607906,0.263695285,0.359811792,0.576073931,0.768306944,0.864423451,1.00859821,1.128743843,1.176802097,1.393064236,-0.509887565,1.561268122,1.609326376,1.729472009
-3.859969341,-2.717058774,-1.80273032,-0.659819753,0.483090814,0.330702739,0.330702739,0.330702739,0.330702739,0.330702739,0.330702739,0.330702739,0.330702739,0.330702739,0.330702739,0.330702739,0.330702739,0.330702739,0.406896776,0.406896776,0.406896776,0.406896776,0.406896776,0.406896776,0.406896776,0.406896776,0.406896776,-0.625409542,0.406896776,0.406896776,0.406896776
-1.648113468,-1.507365486,-1.366617503,-1.366617503,-1.225869521,-1.085121539,-0.944373557,-0.803625575,-0.803625575,-0.662877593,-0.522129611,-0.381381629,-0.240633647,-0.240633647,-0.099885665,0.040862317,0.181610299,0.181610299,0.322358282,0.603854246,0.603854246,0.744602228,0.88535021,1.026098192,1.026098192,1.166846174,-0.099885665,1.448342138,1.448342138,1.58909012,1.729838102
-1.979586467,-1.633474811,-1.432247104,-1.315535034,-1.222970288,-1.09820911,-0.977472486,-0.892956849,-0.764171117,-0.663557263,-0.357691148,-0.269150957,-0.140365225,-0.035726817,0.056837928,0.177574552,0.318433947,0.390875922,0.459293342,0.459293342,0.459293342,0.861748756,0.861748756,-0.1114144,0.861748756,1.26420417,1.26420417,1.26420417,1.26420417,1.26420417,1.666659584
-1.484456323,-1.411539522,-1.338622721,-1.247476719,-1.156330718,-1.083413917,-1.010497116,-0.937580315,-0.846434313,-0.755288312,-0.62768391,-0.500079508,-0.354245906,-0.263099904,-0.153724702,-0.044349501,0.083254901,0.192630103,0.356692905,-0.054934198,0.557214108,0.721276911,0.848881313,0.958256515,1.067631716,1.195236118,1.30461132,1.395757321,1.450444922,1.523361723,1.614507725
-1.783395611,-1.672070948,-1.560746286,-1.449421623,-1.282434629,-1.171109966,-0.948460641,-0.837135978,-0.670148984,-0.558824321,-0.447499659,-0.280512665,-0.113525671,-0.002201008,0.053461323,0.164785986,0.276110649,0.33177298,0.498759974,-0.267943751,0.610084637,0.7214093,0.832733962,0.888396294,0.999720956,1.055383288,1.166707951,1.278032613,1.333694945,1.389357276,1.445019607
-1.816128237,-1.682662562,-1.575366626,-1.405263314,-1.266563691,-1.143565911,-0.973462599,-0.834762976,-0.690829404,-0.53904491,-0.431748975,-0.321836065,-0.198838286,-0.081074455,0.020987533,0.151836234,-0.140251835,0.314088624,0.439703378,0.531297469,0.617657612,0.706634729,0.800845794,0.889822911,0.991884898,1.070394119,1.14890334,1.227412561,1.308538756,1.405366795,1.476025094
-2.221743632,-2.019102977,-1.779618566,-0.348060389,-1.448024767,-1.171696601,-0.987477823,-0.840102801,-0.674305902,-0.508509002,-0.36113398,-0.213758958,-0.103227692,-0.011118303,0.099412964,0.191522352,0.302053619,0.394163007,0.467850518,0.541538029,0.633647418,0.707334929,0.78102244,0.854709951,0.928397462,0.983663095,1.038928728,1.094194362,1.167881873,1.223147506,1.278413139
-1.277931816,-1.214431688,-1.087431432,-3.572129987,-0.896931048,-0.769930792,-0.642930536,-0.579430408,-0.51593028,-0.388930024,-0.325429896,-0.19842964,-0.071429384,-0.007929256,0.055570872,0.119071,0.246071255,0.309571383,0.373071511,0.436571639,0.500071767,0.627072023,0.690572151,0.754072279,0.817572407,0.944572663,1.008072791,1.071572919,1.135073047,1.198573175,1.262073303
-1.784952981,-1.76966486,-1.680229351,-0.058061055,-1.456640578,-1.246428911,-1.11265785,-0.978886789,-0.845115728,-0.711344668,-0.596683758,-0.405582243,-0.271811182,-0.11892997,-0.023379212,0.091281697,0.244162909,0.358823819,0.454374576,0.530815182,0.62636594,0.702806546,0.817467456,0.893908062,0.951238516,1.027679122,1.12322988,1.180560335,1.276111092,1.352551699,1.428992305
-1.925752618,-1.555252465,-0.395945533,-1.555252465,-1.184752311,-1.184752311,-1.184752311,-0.814252158,-0.814252158,-0.814252158,-0.814252158,-0.814252158,-0.814252158,-0.073251851,0.297248302,0.297248302,0.297248302,0.667748455,0.667748455,0.667748455,0.667748455,0.667748455,1.038248609,1.038248609,1.038248609,1.038248609,1.038248609,1.038248609,1.038248609,1.038248609,1.408748762
-1.783425611,-1.53917992,-0.475529331,-1.29493423,-1.29493423,-1.050688539,-1.050688539,-1.050688539,-0.806442848,-0.562197157,-0.562197157,-0.562197157,-0.317951466,-0.317951466,-0.317951466,-0.073705776,0.170539915,0.170539915,0.170539915,0.414785606,0.414785606,0.659031297,0.659031297,0.903276988,0.903276988,1.147522678,1.147522678,1.391768369,1.391768369,1.63601406,1.880259751
-3.135991508,-2.062783319,-0.124084656,-1.347311193,-1.228065839,-1.108820485,-0.870329776,-0.870329776,-0.512593713,-0.274103005,-0.274103005,-0.035612296,0.083633058,0.202878412,0.202878412,0.202878412,0.441369121,0.441369121,0.441369121,0.560614475,0.560614475,0.560614475,0.560614475,0.560614475,0.799105184,0.918350538,1.037595892,1.037595892,1.037595892,1.037595892,1.156841247
0.179605302,0.179605302,-5.388159061,0.179605302,0.179605302,0.179605302,0.179605302,0.179605302,0.179605302,0.179605302,0.179605302,0.179605302,0.179605302,0.179605302,0.179605302,0.179605302,0.179605302,0.179605302,0.179605302,0.179605302,0.179605302,0.179605302,0.179605302,0.179605302,0.179605302,0.179605302,0.179605302,0.179605302,0.179605302,0.179605302,0.179605302
-1.857253531,-1.765545554,-0.16312123,-1.551560275,-1.368144322,-1.215297694,-1.093020391,-0.940173764,-0.787327136,-0.634480508,-0.512203205,-0.420495229,-0.298217926,-0.20650995,-0.114801973,0.038044655,0.160321957,0.252029934,0.374307236,0.466015213,0.55772319,0.649431166,0.741139143,0.863416446,0.924555097,1.046832399,1.138540376,1.260817678,1.352525655,1.474802957,1.627649585
-2.173429972,-2.104188593,-0.541790375,-1.931085145,-0.961705836,-0.823223078,-0.788602388,-0.788602388,-0.684740319,-0.442395492,-0.442395492,-0.303912734,-0.269292044,-0.096188596,-0.026947217,0.007673472,0.111535541,0.146156231,0.353880368,0.423121747,0.457742437,0.665466575,0.803949333,0.942432091,0.977052781,1.08091485,1.150156229,1.184776918,1.219397608,1.357880366,1.496363125
-2.874604978,-1.749107873,-0.096459705,-1.462478729,-1.271392633,-1.271392633,-1.080306536,-0.793677392,-0.4115052,-0.220419104,-0.124876056,-0.124876056,-0.029333008,-0.029333008,0.06621004,0.161753088,0.161753088,0.257296136,0.352839184,0.448382232,0.54392528,0.54392528,0.639468328,0.735011376,0.735011376,0.830554424,0.830554424,0.926097472,1.02164052,1.49935576,1.785984904
-1.97017694,-1.793377982,-0.299141629,-1.439780066,-1.262981108,-1.262981108,-1.086182151,-0.909383193,-0.732584235,-0.555785277,-0.555785277,-0.37898632,-0.202187362,-0.202187362,-0.202187362,-0.025388404,0.151410554,0.328209512,0.328209512,0.505008469,0.505008469,0.505008469,0.681807427,0.858606385,1.035405343,1.035405343,1.212204301,1.212204301,1.389003258,1.565802216,1.565802216
-1.847346266,-1.777597016,-0.155814454,-1.568349266,-1.303302116,-1.205653166,-1.080104516,-0.968505716,-0.801107516,-0.717408415,-0.480260965,-0.368662165,-0.201263965,-0.089665165,0.021933635,0.105632735,0.133532435,0.189331835,0.342780185,0.426479285,0.496228536,0.552027936,0.593877486,0.635727036,0.817075086,0.956573586,1.165821336,1.319269686,1.430868486,1.626166386,1.751715037
-2.091517111,-1.95557315,-1.728999881,-1.506546127,-1.131670355,-1.102833757,-0.9092166,-0.752675069,-0.612611594,-0.468428605,-0.32836513,-0.200660197,-0.060596722,0.0341521,0.120661893,0.207171687,0.285442452,0.37607176,0.462581553,0.55321086,0.643840168,0.717991419,0.783903643,0.853935381,0.923967118,0.981640314,1.051672051,1.125823303,1.183496498,1.23705018,1.307081918
-3.444718611,-3.444518812,-1.861246342,0.196681531,0.216661414,0.229981335,0.243301257,0.249961217,0.256621178,0.263281139,0.27660106,0.289920982,0.303240903,0.309900864,0.316560825,0.323220786,0.329880746,0.336540707,0.336540707,0.343200668,0.349860629,0.349860629,0.349860629,0.356520589,0.356520589,0.356520589,0.356520589,0.36318055,0.36318055,0.36318055,0.36318055
-2.073115404,-1.946356868,-1.819598333,-1.566081262,-1.692839797,-1.059047119,-0.805530048,-0.552012977,-0.425254442,-0.298495906,-0.171737371,-0.171737371,-0.044978835,0.0817797,0.208538236,0.208538236,0.335296771,0.462055307,0.588813842,0.588813842,0.588813842,0.715572378,0.715572378,0.842330914,0.842330914,0.969089449,0.969089449,1.095847985,1.095847985,1.095847985,1.22260652
-1.595512656,-1.457353738,-1.319194821,-1.319194821,-1.181035904,-1.042876987,-1.042876987,-0.90471807,-0.766559153,-0.628400236,-0.628400236,-0.490241319,-0.352082402,-0.213923485,-0.213923485,-0.075764567,0.06239435,0.200553267,0.338712184,0.338712184,0.476871101,0.615030018,0.753188935,0.891347852,1.029506769,1.167665687,1.305824604,1.305824604,1.443983521,1.582142438,1.720301355
-1.680257888,-1.680257888,-1.14874774,-1.14874774,-1.14874774,-1.14874774,-1.14874774,-1.14874774,-0.617237591,-0.617237591,-0.617237591,-0.617237591,-0.085727443,-0.085727443,-0.085727443,-0.085727443,-0.085727443,0.445782705,0.445782705,0.445782705,0.445782705,0.445782705,0.977292853,0.977292853,0.977292853,0.977292853,0.977292853,1.508803001,1.508803001,1.508803001,1.508803001
-1.694586257,-1.694586257,-1.053949989,-1.053949989,-1.053949989,-1.053949989,-1.053949989,-1.053949989,-1.053949989,-1.053949989,-0.413313721,-0.413313721,-0.413313721,-0.413313721,-0.413313721,0.227322547,0.227322547,0.227322547,0.867958815,0.867958815,0.867958815,0.867958815,0.867958815,0.867958815,0.867958815,0.867958815,0.867958815,0.867958815,1.508595083,1.508595083,1.508595083
